fecha_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,es_trata,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2020-02-13,6525845505,Urgencia,Ciudadano,No,Trata,1,Orientación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,"No sabe, no recuerda",,,6
2020-02-14,1535845505,Urgencia,Ciudadano,No,Trata,1,Publicidad de oferta sexual,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante,"No sabe, no recuerda",Mujer,,
2020-02-14,6535845505,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Olivos,PNR - Línea 145,Correo Institucional,Argentina,Buenos Aires,Olivos,,,,,6
2020-02-14,9445845505,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,6
2020-02-14,2545845505,Urgencia,Ciudadano,No,Trata,1,Grooming,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,
2020-02-15,5545845505,Urgencia,Ciudadano,No,Trata,1,Abuso sexual infantil,Corrientes,Esquina,PNR - Línea 145,Línea 145,Argentina,Corrientes,Corrientes,Consultante - ciudadano,,Mujer,,18
2020-02-16,9455845505,Urgencia,Ciudadano,Si,Relaciones de familia,0,Deberes de responsabilidad parental o familiar,Mendoza,Pablo Sexto,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,50
2020-02-16,555845505,Urgencia,Ciudadano,No,Trata,1,Maltrato,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Hombre,,6
2020-02-16,1555845505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,El Jagüel,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,El Jagüel,Consultante - ciudadano,,Mujer,,6
2020-02-17,7555845505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Bahía Blanca,Consultante,,Mujer,,6
2020-02-17,8465845505,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Argentina,Tucumán,San Miguel de Tucumán,Consultante - ciudadano,,Hombre,,
2020-02-17,9465845505,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Chaco,Resistencia,PNR - Línea 145,Línea 145,Argentina,Chaco,Resistencia,Consultante - ciudadano,,Hombre,,22
2020-02-17,1565845505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Argentina,Neuquén,Neuquén,,,,,58
2020-02-18,3565845505,Urgencia,Ciudadano,No,Trata,1,"Explotación laboral, consulta judicialización",Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Argentina,Misiones,Posadas,Consultante - ciudadano,,Hombre,,6
2020-02-18,4565845505,Urgencia,Institución,No,Trata,1,Solicita información sobre la línea,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,Derivación institucional,Mujer,,6
2020-02-18,5565845505,Urgencia,Ciudadano,No,Trata,1,Situación de trabajo irregular,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Bolivia,Buenos Aires,Buenos Aires,Consultante - ciudadano,Por Recomendación,Hombre,,6
2020-02-19,2575845505,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,
2020-02-19,4575845505,Urgencia,Ciudadano,No,Salud,0,Salud mental,Entre Ríos,Paraná,PNR - Línea 145,Línea 145,Argentina,Entre Ríos,Paraná,Consultante - ciudadano,,,,30
2020-02-19,7575845505,Urgencia,Ciudadano,No,Salud,0,Salud mental,Formosa,Clorinda,PNR - Línea 145,Línea 145,Argentina,Formosa,Clorinda,Consultante - ciudadano,,Mujer,,34
2020-02-20,8484945505,Urgencia,Ciudadano,No,Trata,1,Violencia,Santa Fe,San Lorenzo,PNR - Línea 145,Línea 145,Argentina,Santa Fe,San Lorenzo,,,,,82
2020-02-20,9484945505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,"No sabe, no recuerda",Mujer,,6
2020-02-20,584945505,Urgencia,Ciudadano,No,Trata,1,No aplica,,,PNR - Línea 145,Correo Institucional,,,,Consultante,"No sabe, no recuerda",Hombre,,
2020-02-20,2584945505,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,
2020-02-20,4584945505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,San José,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San José,Consultante - ciudadano,"No sabe, no recuerda",,,6
2020-02-20,5584945505,Urgencia,Ciudadano,Si,Trata,1,Trabajo no registrado,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,6
2020-02-20,6584945505,Urgencia,Ciudadano,Si,Trata,1,Otro,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,Por publicidad en internet,,,
2020-02-21,8494945505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Hombre,,6
2020-02-21,1594945505,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,San Juan,San Juan,PNR - Línea 145,Línea 145,Argentina,San Juan,San Juan,,,,,
2020-02-22,7594945505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,Los Hornos,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Los Hornos,Consultante - ciudadano,,Mujer,,6
2020-02-23,9405945505,Urgencia,Ciudadano,No,Violencia de género,0,Simbólica,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-02-23,1505945505,Urgencia,Ciudadano,No,Trata,1,Salud mental,Buenos Aires,Liniers,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Liniers,Consultante - ciudadano,,,,6
2020-02-23,3505945505,Urgencia,Ciudadano,No,Trata,1,Abuso sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Hombre,,6
2020-02-23,7505945505,Urgencia,Ciudadano,No,Trabajo,0,Cuestiones salariales o de registración,Corrientes,Corrientes,PNR - Línea 145,Línea 145,Argentina,Corrientes,Corrientes,,,,,18
2020-02-24,515945505,Urgencia,Ciudadano,No,Relaciones de familia,0,Violencia intrafamiliar,Chaco,La Leonesa,PNR - Línea 145,Línea 145,Argentina,Chaco,La Leonesa,Consultante - ciudadano,"No sabe, no recuerda",Mujer,35,22
2020-02-24,2515945505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Zarate,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Zarate,Consultante - ciudadano,Por publicidad en internet,Mujer,28,6
2020-02-24,3515945505,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,Buenos Aires,Isidro Casanova,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,,6
2020-02-25,4515945505,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Salta,General Mosconi,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,20,66
2020-02-25,8425945505,Urgencia,Ciudadano,Si,Trata,1,Otro,,,PNR - Línea 145,Correo Institucional,,,,Consultante,Por publicidad en internet,Hombre,,
2020-02-25,9425945505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,Por Recomendación,Hombre,75,6
2020-02-26,3525945505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,Córdoba,Córdoba,Consultante - ciudadano,,Mujer,,14
2020-02-26,5525945505,Urgencia,Institución,No,Trata,1,Persona internada en guardia de hospital,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante - ciudadano,,Mujer,,2
2020-02-26,9435945505,Urgencia,Ciudadano,No,Abuso sexual infantil,0,Abuso sexual infantil,Buenos Aires,San Miguel,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel,Consultante - ciudadano,boca en boca,Mujer,,6
2020-02-26,1535945505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Zarate,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Zarate,,,,,6
2020-02-26,2535945505,Urgencia,Ciudadano,No,Trata,1,Sitaucion extraña en ypf,Buenos Aires,Campana,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Campana,Consultante,,Mujer,,6
2020-02-26,4535945505,Urgencia,Ciudadano,No,Violencia de género,0,Simbólica,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,,Mujer,,6
2020-02-27,1545945505,Urgencia,Institución,No,Trata,1,Prostitución,Buenos Aires,Devoto,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Devoto,Consultante,"No sabe, no recuerda",Mujer,,6
2020-02-27,5545945505,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Buenos Aires,Zarate,PNR - Línea 145,Línea 145,Venezuela,Buenos Aires,Zarate,Consultante,Por publicidad en internet,Mujer,37,
2020-02-27,6545945505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,San Miguel del Monte,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel del Monte,Consultante,Por publicidad en internet,Mujer,35,
2020-02-28,8455945505,Urgencia,Ciudadano,No,Víctima de delito,0,Otro (víctimas de delito),Buenos Aires,Grand Bourg,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Grand Bourg,Consultante,Por publicidad en internet,Mujer,,6
2020-02-28,555945505,Urgencia,Ciudadano,Si,Violencia de género,0,Psicológica,Buenos Aires,Hurlingham,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por Recomendación,Mujer,,6
2020-02-28,2555945505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Tierra del Fuego,Ushuaia,PNR - Línea 145,Línea 145,Argentina,Tierra del Fuego,Santiago del Estero,Consultante,"No sabe, no recuerda",Mujer,,94
2020-02-28,3555945505,Urgencia,Ciudadano,No,Trata,1,Maltrato infantil,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,Santa Fe,Rosario,Consultante,Línea 145,Mujer,,82
2020-03-01,4565945505,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Argentina,Santiago del Estero,Santiago del Estero,Consultante - ciudadano,Por Recomendación,Hombre,45,86
2020-03-01,8475945505,Urgencia,Ciudadano,No,Trata,1,Salud mental,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,José C. Paz,Consultante - ciudadano,,,,6
2020-03-03,2584055505,Urgencia,Ciudadano,No,Trata,1,Posible oferta sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante,"No sabe, no recuerda",Mujer,,6
2020-03-03,4584055505,Urgencia,Ciudadano,No,Violencia de género,0,Física,Catamarca,Catamarca,PNR - Línea 145,Línea 145,Argentina,Catamarca,Catamarca,Consultante - ciudadano,,Hombre,,10
2020-03-04,8494055505,Urgencia,Ciudadano,No,Trata,1,Venta de niños y otros delitos,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel del Monte,Consultante,Línea 145,Hombre,,6
2020-03-04,1594055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,San Miguel del Monte,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel del Monte,Consultante - ciudadano,,Hombre,,6
2020-03-04,3594055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,,,,,6
2020-03-05,4505055505,Urgencia,Ciudadano,Si,Relaciones de familia,0,Niño solo en su casa,,,PNR - Línea 145,Línea 145,,,,Consultante,Línea 145,Hombre,,
2020-03-05,5505055505,Urgencia,Ciudadano,No,Trata,1,Solicitu de llamado,Santigo del Estero,Aguirre,PNR - Línea 145,Línea 145,Argentina,Santiago del Estero,Aguirre,Consultante,"No sabe, no recuerda",Mujer,,
2020-03-05,9415055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Chubut,Rawson,PNR - Línea 145,Correo Institucional,Argentina,Chubut,Rawson,Consultante,Línea 145,Hombre,,
2020-03-05,515055505,Urgencia,Ciudadano,No,Trata,1,Problema de consumo de drogas,Santa Fe,Funes,PNR - Línea 145,Línea 145,Argentina,Santa Fe,Funes,Consultante - ciudadano,,Hombre,,82
2020-03-05,1515055505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,la Matanza,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,la Matanza,Consultante - ciudadano,,Mujer,,6
2020-03-05,2515055505,Urgencia,Ciudadano,No,Trata,1,Vulnerabilidad social,Chubut,Rawson,PNR - Línea 145,Línea 145,Argentina,Chubut,Rawson,Consultante - ciudadano,,Mujer,,26
2020-03-05,3515055505,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Corrientes,Guaviraví,PNR - Línea 145,Línea 145,Argentina,Corrientes,Guaviraví,,,,,18
2020-03-05,4515055505,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Mujer,,6
2020-03-06,9425055505,Urgencia,Ciudadano,No,Trata,1,Persona privada de su libertad,Formosa,Clorinda,PNR - Línea 145,Línea 145,Argentina,Formosa,Clorinda,Consultante,"No sabe, no recuerda",Hombre,,34
2020-03-06,3525055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,San Miguel del Monte,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel del Monte,,,,,6
2020-03-07,9435055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,Argentina,Tierra del Fuego,Ushuaia,Consultante - ciudadano,Por Recomendación,Hombre,,6
2020-03-07,2535055505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Mar del Plata,Consultante,Por publicidad en internet,Mujer,30,6
2020-03-07,5535055505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Mendoza,Rivadavia,PNR - Línea 145,Línea 145,Argentina,Mendoza,Rivadavia,Consultante,"No sabe, no recuerda",Mujer,,50
2020-03-08,2545055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,Argentina,Tierra del Fuego,Ushuaia,Consultante,Línea 145,Hombre,,
2020-03-08,4545055505,Urgencia,Ciudadano,No,Trata,1,Relaciones de familia,Entre Ríos,Paraná,PNR - Línea 145,Línea 145,Argentina,Entre Ríos,Paraná,Consultante - ciudadano,,Hombre,,30
2020-03-08,5545055505,Urgencia,Ciudadano,No,Trata,1,Salud mental,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Moreno,Consultante - ciudadano,,Mujer,,6
2020-03-09,1555055505,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-03-10,565055505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,,,,,6
2020-03-10,3565055505,Urgencia,Ciudadano,No,Trata,1,Amenazas-extorsiones virtuales,Jujuy,Jujuy,PNR - Línea 145,Línea 145,Argentina,Jujuy,Jujuy,Consultante,Derivado de otro organismo,Mujer,33,38
2020-03-10,5565055505,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,"No sabe, no recuerda",Mujer,50,2
2020-03-10,8475055505,Urgencia,Ciudadano,No,Trata,1,Posible captación,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Mar del Plata,Consultante,Por publicidad en internet,Mujer,,
2020-03-10,1575055505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Olivos,Consultante,"No sabe, no recuerda",Hombre,,6
2020-03-10,2575055505,Urgencia,Ciudadano,Si,Abuso sexual infantil,0,Abuso sexual infantil,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en TV,Mujer,,6
2020-03-10,4575055505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,Olivos,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Olivos,Consultante,"No sabe, no recuerda",Hombre,,6
2020-03-11,8484155505,Urgencia,Ciudadano,Si,Actos del gobierno o agentes públicos,0,Sobornos,,,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en radio,,,
2020-03-11,584155505,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Córdoba,Malvinas Argentinas,PNR - Línea 145,Línea 145,Argentina,Córdoba,Malvinas Argentinas,Consultante - ciudadano,Por publicidad en internet,Mujer,,14
2020-03-11,1584155505,Urgencia,Ciudadano,No,Trata,1,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Mujer,,6
2020-03-11,4584155505,Urgencia,Ciudadano,No,Trata,1,Persona privada de su libertad,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante - ciudadano,,,,6
2020-03-11,6584155505,Urgencia,Ciudadano,No,Trata,1,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Hombre,,6
2020-03-12,8494155505,Urgencia,Ciudadano,Si,Trata,1,Persona desaparecida,Buenos Aires,Lanús Oeste,PNR - Línea 145,Correo Institucional,,,,,,,,6
2020-03-12,9494155505,Urgencia,Ciudadano,Si,Salud,0,Acceso a servicios públicos de salud,,,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,Mujer,,
2020-03-12,1594155505,Urgencia,Institución,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,Derivado de otro organismo,,,
2020-03-12,6594155505,Urgencia,Ciudadano,No,Violencia de género,0,Física,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Argentina,Buenos Aires,Buenos Aires,Consultante,Por Recomendación,Mujer,60,6
2020-03-13,2505155505,Urgencia,Ciudadano,Si,Trata,1,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Flores,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-13,8415155505,Urgencia,Ciudadano,Si,Víctima de delito,0,Contra la propiedad: robo o hurto,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Peru,,,Consultante,"No sabe, no recuerda",Hombre,,50
2020-03-13,9415155505,Urgencia,Ciudadano,No,Trata,1,Posible captación,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,Por Recomendación,Mujer,39,2
2020-03-14,2515155505,Urgencia,Ciudadano,No,Víctima de delito,0,Conflicto vecinal,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Argentina,Tucumán,sm tuc,Consultante - ciudadano,Por publicidad en internet,Mujer,,90
2020-03-15,6515155505,Urgencia,Ciudadano,No,Trata,1,Salud mental,Chubut,Rawson,PNR - Línea 145,Línea 145,Argentina,Chubut,Rawson,Consultante - ciudadano,,Mujer,,26
2020-03-15,7515155505,Urgencia,Ciudadano,No,Trata,1,Salud,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Mujer,,6
2020-03-15,9425155505,Urgencia,Ciudadano,Si,Trata,1,Maltrato infantil,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,82
2020-03-15,525155505,Urgencia,Ciudadano,No,Salud,0,Consulta covid-19,Buenos Aires,Buenos Aires,PNR,Línea 149,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,,,6
2020-03-15,1525155505,Urgencia,Ciudadano,No,Salud,0,Consulta covid-19,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 149,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,,,6
2020-03-15,2525155505,Urgencia,Ciudadano,No,Trata,1,Persona adulta mayor,La Rioja,La Rioja,PNR - Línea 145,Línea 145,Argentina,La Rioja,La Rioja,Consultante - ciudadano,,Mujer,,46
2020-03-15,3525155505,Urgencia,Ciudadano,No,Salud,0,Consulta covid-19,Buenos Aires,Boulogne,PNR - Línea 145,Línea 149,Argentina,Buenos Aires,Boulogne,Consultante - ciudadano,,Mujer,,6
2020-03-15,4525155505,Urgencia,Ciudadano,No,Trata,1,Coronavirus,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Lomas de Zamora,Consultante,Por publicidad en internet,Mujer,25,6
2020-03-17,2535155505,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Hombre,25,14
2020-03-18,9445155505,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Berazategui,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Berazategui,Consultante - ciudadano,,Mujer,,6
